date,holiday_name,is_holiday,holiday_key
2021-09-28,None,0,308
2021-01-04,None,0,309
2021-03-03,None,0,310
2020-05-05,None,0,311
2020-07-16,None,0,312
2020-10-11,None,0,313
2020-11-03,None,0,314
2021-04-18,None,0,315
2021-08-18,None,0,316
2020-11-23,None,0,317
2021-01-07,None,0,318
2021-02-17,None,0,319
2021-11-24,Thanksgiving Eve,1,320
2021-05-23,None,0,321
2021-06-14,None,0,322
2020-06-10,None,0,323
2020-07-23,None,0,324
2020-11-19,None,0,325
2021-12-01,None,0,326
2020-06-13,None,0,327
2020-10-09,None,0,328
2020-12-30,None,0,329
2021-06-01,None,0,330
2021-08-26,None,0,331
2021-11-05,None,0,332
2020-11-15,None,0,333
2020-12-17,None,0,334
2021-11-17,None,0,335
2020-05-09,None,0,336
2020-09-11,None,0,337
2021-02-04,None,0,338
2021-04-05,None,0,339
2021-05-25,None,0,340
2020-06-26,None,0,341
2020-04-06,None,0,342
2020-04-29,None,0,343
2020-11-12,None,0,344
2020-12-26,None,0,345
2021-01-05,None,0,346
2021-08-24,None,0,347
2020-12-09,None,0,348
2021-03-23,None,0,349
2021-08-21,None,0,350
2021-11-14,None,0,351
2021-12-14,None,0,352
2020-05-11,None,0,353
2020-12-06,None,0,354
2020-12-15,None,0,355
2021-03-21,None,0,356
2021-08-16,None,0,357
2020-08-05,None,0,358
2020-08-07,None,0,359
2020-11-17,None,0,360
2020-05-28,None,0,361
2020-06-30,None,0,362
2021-08-22,None,0,363
2020-10-07,None,0,364
2021-05-03,None,0,365
2021-09-15,None,0,366
2021-12-07,None,0,367
2020-11-11,Veterans Day,1,368
2020-09-18,None,0,369
2021-03-13,None,0,370
2020-04-04,None,0,371
2020-04-23,None,0,372
2021-05-18,None,0,373
2020-07-22,None,0,374
2021-07-11,None,0,375
2020-10-06,None,0,376
2021-10-28,None,0,377
2020-04-09,None,0,378
2021-10-18,None,0,379
2020-08-23,None,0,380
2020-11-05,None,0,381
2021-06-21,None,0,382
2021-09-17,None,0,383
2021-11-09,None,0,384
2021-11-28,None,0,385
2021-12-23,None,0,386
2020-04-14,None,0,387
2021-03-19,None,0,388
2021-09-18,None,0,389
2021-12-18,None,0,390
2020-06-22,None,0,391
2020-09-05,Labor Day Weekend,1,392
2021-01-17,None,0,393
2020-05-08,None,0,394
2020-07-26,None,0,395
2021-03-16,None,0,396
2021-10-20,None,0,397
2020-07-07,None,0,398
2021-03-25,None,0,399
2021-12-28,None,0,400
2020-04-11,None,0,401
2020-05-07,None,0,402
2020-07-11,None,0,403
2021-01-14,None,0,404
2021-07-23,None,0,405
2021-11-16,None,0,406
2021-12-27,None,0,407
2020-08-19,None,0,408
2020-09-08,None,0,409
2021-10-06,None,0,410
2020-05-14,None,0,411
2020-11-18,None,0,412
2021-09-13,None,0,413
2021-11-08,None,0,414
2020-04-03,None,0,415
2020-11-08,None,0,416
2021-02-19,None,0,417
2021-04-29,None,0,418
2021-05-08,None,0,419
2021-06-03,None,0,420
2021-10-02,None,0,421
2021-10-22,None,0,422
2021-05-29,None,0,423
2021-07-16,None,0,424
2021-12-15,None,0,425
2021-12-17,None,0,426
2020-05-01,None,0,427
2020-08-21,None,0,428
2021-06-04,None,0,429
2021-12-24,Christmas Eve,1,430
2020-09-09,None,0,431
2021-01-25,None,0,432
2021-04-22,None,0,433
2021-11-20,None,0,434
2020-11-29,None,0,435
2021-01-16,None,0,436
2021-11-22,None,0,437
2020-08-25,None,0,438
2021-01-21,None,0,439
2021-10-14,None,0,440
2020-04-25,None,0,441
2021-02-21,None,0,442
2021-06-05,None,0,443
2021-10-11,Columbus Day,1,444
2020-05-21,None,0,445
2021-08-08,None,0,446
2021-03-29,None,0,447
2020-04-07,None,0,448
2020-09-25,None,0,449
2021-06-11,None,0,450
2021-11-01,None,0,451
2020-04-17,None,0,452
2020-05-12,None,0,453
2021-01-22,None,0,454
2021-07-09,None,0,455
2021-07-27,None,0,456
2020-04-22,None,0,457
2020-10-20,None,0,458
2021-11-26,None,0,459
2021-12-25,Christmas Day,1,460
2020-04-26,None,0,461
2021-06-23,None,0,462
2020-06-12,None,0,463
2020-08-04,None,0,464
2020-09-21,None,0,465
2020-10-10,None,0,466
2021-02-27,None,0,467
2021-09-01,None,0,468
2021-03-14,None,0,469
2021-05-27,None,0,470
2021-08-13,None,0,471
2021-08-15,None,0,472
2020-09-03,None,0,473
2020-10-04,None,0,474
2021-06-28,None,0,475
2020-09-10,None,0,476
2020-11-26,Thanksgiving Day,1,477
2020-04-12,Western Easter,1,478
2020-12-19,None,0,479
2021-05-13,None,0,480
2021-07-25,None,0,481
2021-10-23,None,0,482
2021-12-03,None,0,483
2020-06-04,None,0,484
2020-07-02,None,0,485
2020-08-29,None,0,486
2021-12-19,None,0,487
2021-06-09,None,0,488
2021-08-10,None,0,489
2021-03-01,None,0,490
2020-09-02,None,0,491
2021-08-25,None,0,492
2021-12-08,None,0,493
2020-06-17,None,0,494
2020-07-19,None,0,495
2020-12-14,None,0,496
2021-04-11,None,0,497
2020-07-08,None,0,498
2020-12-29,None,0,499
2021-04-26,None,0,500
2021-06-20,None,0,501
2021-03-15,None,0,502
2021-05-30,None,0,503
2020-09-13,None,0,504
2020-09-29,None,0,505
2020-10-16,None,0,506
2021-04-30,None,0,507
2021-09-29,None,0,508
2021-02-18,None,0,509
2021-07-08,None,0,510
2020-09-30,None,0,511
2020-12-11,None,0,512
2021-08-31,None,0,513
2020-11-16,None,0,514
2020-12-01,None,0,515
2021-07-31,None,0,516
2020-07-15,None,0,517
2021-08-09,None,0,518
2020-05-31,None,0,519
2020-07-03,None,0,520
2020-07-29,None,0,521
2020-12-25,Christmas Day,1,522
2021-06-06,None,0,523
2021-06-17,None,0,524
2021-07-05,None,0,525
2020-12-18,None,0,526
2020-06-03,None,0,527
2021-06-08,None,0,528
2020-05-27,None,0,529
2020-11-24,None,0,530
2020-11-25,Thanksgiving Eve,1,531
2021-08-30,None,0,532
2021-10-09,None,0,533
2020-05-20,None,0,534
2021-04-20,None,0,535
2021-10-05,None,0,536
2020-09-26,None,0,537
2021-02-01,None,0,538
2021-02-02,None,0,539
2021-11-06,None,0,540
2021-09-03,None,0,541
2020-09-06,Labor Day Weekend,1,542
2020-11-01,None,0,543
2021-07-01,None,0,544
2021-10-19,None,0,545
2020-05-15,None,0,546
2021-06-18,None,0,547
2020-07-05,None,0,548
2020-07-31,None,0,549
2020-09-04,None,0,550
2021-09-06,Labor Day,1,551
2021-12-05,None,0,552
2021-03-05,None,0,553
2021-07-18,None,0,554
2021-11-04,None,0,555
2021-12-04,None,0,556
2020-08-27,None,0,557
2020-12-10,None,0,558
2021-04-12,None,0,559
2021-08-29,None,0,560
2021-01-20,None,0,561
2020-07-01,None,0,562
2020-10-05,None,0,563
2020-12-02,None,0,564
2021-06-22,None,0,565
2020-06-20,None,0,566
2020-06-25,None,0,567
2020-12-20,None,0,568
2020-04-10,None,0,569
2020-08-08,None,0,570
2020-11-04,None,0,571
2021-03-12,None,0,572
2021-01-27,None,0,573
2021-04-03,None,0,574
2021-05-21,None,0,575
2021-08-19,None,0,576
2021-10-08,None,0,577
2021-11-21,None,0,578
2021-12-13,None,0,579
2020-10-23,None,0,580
2021-04-19,None,0,581
2021-06-12,None,0,582
2021-09-05,Labor Day Weekend,1,583
2021-10-03,None,0,584
2020-05-25,Memorial Day,1,585
2021-01-08,None,0,586
2021-02-26,None,0,587
2021-03-30,None,0,588
2021-09-27,None,0,589
2021-10-16,None,0,590
2021-10-26,None,0,591
2021-03-11,None,0,592
2021-04-06,None,0,593
2021-04-23,None,0,594
2020-11-10,None,0,595
2020-12-22,None,0,596
2021-01-11,None,0,597
2021-08-11,None,0,598
2020-06-05,None,0,599
2021-02-10,None,0,600
2021-09-09,None,0,601
2020-05-04,None,0,602
2020-08-01,None,0,603
2020-08-12,None,0,604
2020-10-14,None,0,605
2020-05-02,None,0,606
2020-10-19,None,0,607
2021-12-12,None,0,608
2020-04-30,None,0,609
2020-09-01,None,0,610
2021-07-10,None,0,611
2021-09-02,None,0,612
2021-09-26,None,0,613
2021-11-11,Veterans Day,1,614
2021-11-23,None,0,615
2021-05-16,None,0,616
2021-08-01,None,0,617
2020-08-30,None,0,618
2021-03-17,None,0,619
2021-05-15,None,0,620
2021-07-07,None,0,621
2021-03-06,None,0,622
2021-04-09,None,0,623
2021-06-24,None,0,624
2021-09-04,Labor Day Weekend,1,625
2021-11-30,None,0,626
2020-11-20,None,0,627
2021-07-21,None,0,628
2021-08-12,None,0,629
2020-04-20,None,0,630
2020-06-19,Juneteenth,1,631
2020-07-30,None,0,632
2021-01-02,None,0,633
2021-01-23,None,0,634
2021-07-30,None,0,635
2021-09-30,None,0,636
